timestamp, system, entity , value (m/s)
1625581095.555, lauv-roald, SmartX, 1501.920
1625581095.750, lauv-roald, DVL, 1512.201
1625581096.055, lauv-roald, SmartX, 1501.890
1625581096.151, lauv-roald, DVL, 1512.191
1625581096.354, lauv-roald, DVL, 1512.214
1625581096.552, lauv-roald, DVL, 1512.195
1625581096.555, lauv-roald, SmartX, 1501.890
1625581096.951, lauv-roald, DVL, 1512.199
1625581097.055, lauv-roald, SmartX, 1501.900
1625581097.154, lauv-roald, DVL, 1512.183
1625581097.354, lauv-roald, DVL, 1512.204
1625581097.555, lauv-roald, SmartX, 1501.890
1625581097.752, lauv-roald, DVL, 1512.197
1625581097.955, lauv-roald, DVL, 1512.205
1625581098.055, lauv-roald, SmartX, 1501.890
1625581098.152, lauv-roald, DVL, 1512.200
1625581098.553, lauv-roald, DVL, 1512.212
1625581098.555, lauv-roald, SmartX, 1501.900
1625581098.752, lauv-roald, DVL, 1512.218
1625581098.953, lauv-roald, DVL, 1512.206
1625581099.054, lauv-roald, SmartX, 1501.890
1625581099.352, lauv-roald, DVL, 1512.206
1625581099.555, lauv-roald, SmartX, 1501.880
1625581099.555, lauv-roald, DVL, 1512.209
1625581099.753, lauv-roald, DVL, 1512.198
1625581100.054, lauv-roald, SmartX, 1501.890
1625581100.152, lauv-roald, DVL, 1512.178
1625581100.354, lauv-roald, DVL, 1512.202
1625581100.550, lauv-roald, DVL, 1512.202
1625581100.554, lauv-roald, SmartX, 1501.900
1625581100.953, lauv-roald, DVL, 1512.186
1625581101.054, lauv-roald, SmartX, 1501.890
1625581101.152, lauv-roald, DVL, 1512.180
1625581101.353, lauv-roald, DVL, 1512.180
1625581101.554, lauv-roald, SmartX, 1501.900
1625581101.754, lauv-roald, DVL, 1512.187
1625581101.952, lauv-roald, DVL, 1512.181
1625581102.054, lauv-roald, SmartX, 1501.890
1625581102.151, lauv-roald, DVL, 1512.193
1625581102.554, lauv-roald, SmartX, 1501.890
1625581102.555, lauv-roald, DVL, 1512.197
1625581102.753, lauv-roald, DVL, 1512.183
1625581102.955, lauv-roald, DVL, 1512.193
1625581103.054, lauv-roald, SmartX, 1501.890
1625581103.355, lauv-roald, DVL, 1512.190
1625581103.551, lauv-roald, DVL, 1512.199
1625581103.554, lauv-roald, SmartX, 1501.890
1625581103.754, lauv-roald, DVL, 1512.197
1625581104.054, lauv-roald, SmartX, 1501.890
1625581104.151, lauv-roald, DVL, 1512.170
1625581104.352, lauv-roald, DVL, 1512.193
1625581104.551, lauv-roald, DVL, 1512.189
1625581104.554, lauv-roald, SmartX, 1501.880
1625581104.951, lauv-roald, DVL, 1512.179
1625581105.054, lauv-roald, SmartX, 1501.890
1625581105.150, lauv-roald, DVL, 1512.176
1625581105.353, lauv-roald, DVL, 1512.183
1625581105.554, lauv-roald, SmartX, 1501.890
1625581105.752, lauv-roald, DVL, 1512.178
1625581105.952, lauv-roald, DVL, 1512.187
1625581106.054, lauv-roald, SmartX, 1501.880
1625581106.152, lauv-roald, DVL, 1512.181
1625581106.553, lauv-roald, DVL, 1512.200
1625581106.555, lauv-roald, SmartX, 1501.890
1625581106.751, lauv-roald, DVL, 1512.202
1625581106.951, lauv-roald, DVL, 1512.213
1625581107.054, lauv-roald, SmartX, 1501.880
1625581107.352, lauv-roald, DVL, 1512.200
1625581107.551, lauv-roald, DVL, 1512.205
1625581107.554, lauv-roald, SmartX, 1501.880
1625581107.751, lauv-roald, DVL, 1512.208
1625581108.054, lauv-roald, SmartX, 1501.880
1625581108.152, lauv-roald, DVL, 1512.201
1625581108.353, lauv-roald, DVL, 1512.206
1625581108.551, lauv-roald, DVL, 1512.205
1625581108.554, lauv-roald, SmartX, 1501.890
1625581108.950, lauv-roald, DVL, 1512.214
1625581109.054, lauv-roald, SmartX, 1501.880
1625581109.154, lauv-roald, DVL, 1512.210
1625581109.353, lauv-roald, DVL, 1512.216
1625581109.554, lauv-roald, SmartX, 1501.890
1625581109.751, lauv-roald, DVL, 1512.212
1625581109.956, lauv-roald, DVL, 1512.227
1625581110.054, lauv-roald, SmartX, 1501.890
1625581110.153, lauv-roald, DVL, 1512.218
1625581110.551, lauv-roald, DVL, 1512.225
1625581110.554, lauv-roald, SmartX, 1501.890
1625581110.753, lauv-roald, DVL, 1512.228
1625581110.951, lauv-roald, DVL, 1512.228
1625581111.054, lauv-roald, SmartX, 1501.880
1625581111.354, lauv-roald, DVL, 1512.218
1625581111.551, lauv-roald, DVL, 1512.233
1625581111.554, lauv-roald, SmartX, 1501.880
1625581111.751, lauv-roald, DVL, 1512.232
1625581112.054, lauv-roald, SmartX, 1501.880
1625581112.154, lauv-roald, DVL, 1512.232
1625581112.350, lauv-roald, DVL, 1512.233
1625581112.553, lauv-roald, DVL, 1512.229
1625581112.554, lauv-roald, SmartX, 1501.890
1625581112.950, lauv-roald, DVL, 1512.233
1625581113.053, lauv-roald, SmartX, 1501.880
1625581113.153, lauv-roald, DVL, 1512.230
1625581113.352, lauv-roald, DVL, 1512.237
1625581113.554, lauv-roald, SmartX, 1501.880
1625581113.752, lauv-roald, DVL, 1512.228
1625581113.953, lauv-roald, DVL, 1512.237
1625581114.053, lauv-roald, SmartX, 1501.880
1625581114.154, lauv-roald, DVL, 1512.223
1625581114.553, lauv-roald, SmartX, 1501.880
1625581114.554, lauv-roald, DVL, 1512.237
1625581114.755, lauv-roald, DVL, 1512.235
1625581114.954, lauv-roald, DVL, 1512.243
1625581115.053, lauv-roald, SmartX, 1501.880
1625581115.350, lauv-roald, DVL, 1512.231
1625581115.554, lauv-roald, SmartX, 1501.890
1625581115.554, lauv-roald, DVL, 1512.252
1625581115.752, lauv-roald, DVL, 1512.241
1625581116.053, lauv-roald, SmartX, 1501.890
1625581116.154, lauv-roald, DVL, 1512.234
1625581116.352, lauv-roald, DVL, 1512.255
1625581116.551, lauv-roald, DVL, 1512.257
1625581116.554, lauv-roald, SmartX, 1501.890
1625581116.954, lauv-roald, DVL, 1512.253
1625581117.053, lauv-roald, SmartX, 1501.890
1625581117.153, lauv-roald, DVL, 1512.253
1625581117.352, lauv-roald, DVL, 1512.255
1625581117.553, lauv-roald, SmartX, 1501.890
1625581117.751, lauv-roald, DVL, 1512.246
1625581117.953, lauv-roald, DVL, 1512.242
1625581118.053, lauv-roald, SmartX, 1501.890
1625581118.153, lauv-roald, DVL, 1512.242
1625581118.551, lauv-roald, DVL, 1512.225
1625581118.553, lauv-roald, SmartX, 1501.890
1625581118.753, lauv-roald, DVL, 1512.233
1625581118.954, lauv-roald, DVL, 1512.225
1625581119.053, lauv-roald, SmartX, 1501.890
1625581119.354, lauv-roald, DVL, 1512.212
1625581119.553, lauv-roald, SmartX, 1501.900
1625581119.554, lauv-roald, DVL, 1512.224
1625581119.753, lauv-roald, DVL, 1512.221
1625581120.053, lauv-roald, SmartX, 1501.900
1625581120.153, lauv-roald, DVL, 1512.202
1625581120.353, lauv-roald, DVL, 1512.214
1625581120.552, lauv-roald, DVL, 1512.209
1625581120.554, lauv-roald, SmartX, 1501.900
1625581120.953, lauv-roald, DVL, 1512.223
1625581121.053, lauv-roald, SmartX, 1501.890
1625581121.153, lauv-roald, DVL, 1512.212
1625581121.351, lauv-roald, DVL, 1512.225
1625581121.553, lauv-roald, SmartX, 1501.900
1625581121.754, lauv-roald, DVL, 1512.222
1625581121.954, lauv-roald, DVL, 1512.213
1625581122.053, lauv-roald, SmartX, 1501.890
1625581122.153, lauv-roald, DVL, 1512.212
1625581122.553, lauv-roald, SmartX, 1501.900
1625581122.555, lauv-roald, DVL, 1512.208
1625581122.754, lauv-roald, DVL, 1512.211
1625581122.951, lauv-roald, DVL, 1512.210
1625581123.053, lauv-roald, SmartX, 1501.890
1625581123.351, lauv-roald, DVL, 1512.200
1625581123.551, lauv-roald, DVL, 1512.209
1625581123.553, lauv-roald, SmartX, 1501.900
1625581123.752, lauv-roald, DVL, 1512.204
1625581124.053, lauv-roald, SmartX, 1501.900
1625581124.152, lauv-roald, DVL, 1512.182
1625581124.350, lauv-roald, DVL, 1512.197
1625581124.553, lauv-roald, SmartX, 1501.900
1625581124.553, lauv-roald, DVL, 1512.205
1625581124.952, lauv-roald, DVL, 1512.190
1625581125.053, lauv-roald, SmartX, 1501.900
1625581125.162, lauv-roald, DVL, 1512.194
1625581125.352, lauv-roald, DVL, 1512.201
1625581125.553, lauv-roald, SmartX, 1501.900
1625581125.753, lauv-roald, DVL, 1512.191
1625581125.955, lauv-roald, DVL, 1512.203
1625581126.053, lauv-roald, SmartX, 1501.890
1625581126.153, lauv-roald, DVL, 1512.202
1625581126.552, lauv-roald, DVL, 1512.192
1625581126.553, lauv-roald, SmartX, 1501.900
1625581126.754, lauv-roald, DVL, 1512.199
1625581126.953, lauv-roald, DVL, 1512.205
1625581127.052, lauv-roald, SmartX, 1501.890
1625581127.349, lauv-roald, DVL, 1512.205
1625581127.552, lauv-roald, SmartX, 1501.900
1625581127.553, lauv-roald, DVL, 1512.198
1625581127.753, lauv-roald, DVL, 1512.206
1625581128.053, lauv-roald, SmartX, 1501.900
1625581128.152, lauv-roald, DVL, 1512.198
1625581128.352, lauv-roald, DVL, 1512.225
1625581128.552, lauv-roald, DVL, 1512.220
1625581128.553, lauv-roald, SmartX, 1501.910
1625581128.951, lauv-roald, DVL, 1512.214
1625581129.052, lauv-roald, SmartX, 1501.900
1625581129.152, lauv-roald, DVL, 1512.207
1625581129.353, lauv-roald, DVL, 1512.221
1625581129.553, lauv-roald, SmartX, 1501.900
1625581129.754, lauv-roald, DVL, 1512.226
1625581129.954, lauv-roald, DVL, 1512.242
1625581130.052, lauv-roald, SmartX, 1501.900
1625581130.155, lauv-roald, DVL, 1512.221
1625581130.553, lauv-roald, SmartX, 1501.910
1625581130.553, lauv-roald, DVL, 1512.220
1625581130.753, lauv-roald, DVL, 1512.241
1625581130.953, lauv-roald, DVL, 1512.242
1625581131.052, lauv-roald, SmartX, 1501.900
1625581131.355, lauv-roald, DVL, 1512.224
1625581131.552, lauv-roald, DVL, 1512.228
1625581131.553, lauv-roald, SmartX, 1501.900
1625581131.754, lauv-roald, DVL, 1512.228
1625581132.052, lauv-roald, SmartX, 1501.900
1625581132.150, lauv-roald, DVL, 1512.222
1625581132.352, lauv-roald, DVL, 1512.240
1625581132.551, lauv-roald, DVL, 1512.230
1625581132.553, lauv-roald, SmartX, 1501.900
1625581132.951, lauv-roald, DVL, 1512.218
1625581133.052, lauv-roald, SmartX, 1501.900
1625581133.156, lauv-roald, DVL, 1512.226
1625581133.351, lauv-roald, DVL, 1512.245
1625581133.552, lauv-roald, SmartX, 1501.910
1625581133.754, lauv-roald, DVL, 1512.227
1625581133.951, lauv-roald, DVL, 1512.241
1625581134.052, lauv-roald, SmartX, 1501.910
1625581134.151, lauv-roald, DVL, 1512.219
1625581134.551, lauv-roald, DVL, 1512.211
1625581134.553, lauv-roald, SmartX, 1501.900
1625581134.752, lauv-roald, DVL, 1512.226
1625581134.953, lauv-roald, DVL, 1512.221
1625581135.052, lauv-roald, SmartX, 1501.900
1625581135.352, lauv-roald, DVL, 1512.204
1625581135.552, lauv-roald, SmartX, 1501.900
1625581135.555, lauv-roald, DVL, 1512.219
1625581135.753, lauv-roald, DVL, 1512.219
1625581136.052, lauv-roald, SmartX, 1501.900
1625581136.154, lauv-roald, DVL, 1512.209
1625581136.355, lauv-roald, DVL, 1512.229
1625581136.552, lauv-roald, SmartX, 1501.900
1625581136.553, lauv-roald, DVL, 1512.235
1625581136.953, lauv-roald, DVL, 1512.221
1625581137.052, lauv-roald, SmartX, 1501.900
1625581137.152, lauv-roald, DVL, 1512.225
1625581137.352, lauv-roald, DVL, 1512.231
1625581137.552, lauv-roald, SmartX, 1501.910
1625581137.753, lauv-roald, DVL, 1512.230
1625581137.952, lauv-roald, DVL, 1512.233
1625581138.052, lauv-roald, SmartX, 1501.910
1625581138.154, lauv-roald, DVL, 1512.226
1625581138.552, lauv-roald, SmartX, 1501.910
1625581138.552, lauv-roald, DVL, 1512.220
1625581138.753, lauv-roald, DVL, 1512.236
1625581138.951, lauv-roald, DVL, 1512.228
1625581139.052, lauv-roald, SmartX, 1501.900
1625581139.350, lauv-roald, DVL, 1512.243
1625581139.552, lauv-roald, SmartX, 1501.910
1625581139.552, lauv-roald, DVL, 1512.239
1625581139.762, lauv-roald, DVL, 1512.241
1625581140.052, lauv-roald, SmartX, 1501.910
1625581140.151, lauv-roald, DVL, 1512.236
1625581140.351, lauv-roald, DVL, 1512.251
1625581140.552, lauv-roald, SmartX, 1501.910
1625581140.553, lauv-roald, DVL, 1512.257
1625581140.951, lauv-roald, DVL, 1512.243
1625581141.052, lauv-roald, SmartX, 1501.900
1625581141.152, lauv-roald, DVL, 1512.250
1625581141.354, lauv-roald, DVL, 1512.250
1625581141.552, lauv-roald, SmartX, 1501.910
1625581141.754, lauv-roald, DVL, 1512.234
1625581141.953, lauv-roald, DVL, 1512.243
1625581142.052, lauv-roald, SmartX, 1501.910
1625581142.153, lauv-roald, DVL, 1512.238
1625581142.552, lauv-roald, SmartX, 1501.910
1625581142.552, lauv-roald, DVL, 1512.246
1625581142.754, lauv-roald, DVL, 1512.241
1625581142.953, lauv-roald, DVL, 1512.250
1625581143.052, lauv-roald, SmartX, 1501.910
1625581143.353, lauv-roald, DVL, 1512.239
1625581143.552, lauv-roald, SmartX, 1501.910
1625581143.555, lauv-roald, DVL, 1512.244
1625581143.753, lauv-roald, DVL, 1512.240
1625581144.052, lauv-roald, SmartX, 1501.920
1625581144.151, lauv-roald, DVL, 1512.216
1625581144.352, lauv-roald, DVL, 1512.231
1625581144.551, lauv-roald, SmartX, 1501.920
1625581144.553, lauv-roald, DVL, 1512.231
1625581144.951, lauv-roald, DVL, 1512.217
1625581145.051, lauv-roald, SmartX, 1501.920
1625581145.154, lauv-roald, DVL, 1512.207
1625581145.353, lauv-roald, DVL, 1512.230
1625581145.551, lauv-roald, SmartX, 1501.920
1625581145.750, lauv-roald, DVL, 1512.207
1625581145.951, lauv-roald, DVL, 1512.216
1625581146.051, lauv-roald, SmartX, 1501.920
1625581146.151, lauv-roald, DVL, 1512.195
1625581146.551, lauv-roald, SmartX, 1501.930
1625581146.552, lauv-roald, DVL, 1512.211
1625581146.751, lauv-roald, DVL, 1512.207
1625581146.952, lauv-roald, DVL, 1512.211
1625581147.052, lauv-roald, SmartX, 1501.920
1625581147.351, lauv-roald, DVL, 1512.214
1625581147.551, lauv-roald, SmartX, 1501.920
1625581147.552, lauv-roald, DVL, 1512.214
1625581147.753, lauv-roald, DVL, 1512.205
1625581148.051, lauv-roald, SmartX, 1501.910
1625581148.151, lauv-roald, DVL, 1512.209
1625581148.350, lauv-roald, DVL, 1512.243
1625581148.551, lauv-roald, SmartX, 1501.920
1625581148.556, lauv-roald, DVL, 1512.231
1625581148.952, lauv-roald, DVL, 1512.216
1625581149.051, lauv-roald, SmartX, 1501.920
1625581149.155, lauv-roald, DVL, 1512.221
1625581149.352, lauv-roald, DVL, 1512.235
1625581149.551, lauv-roald, SmartX, 1501.920
1625581149.751, lauv-roald, DVL, 1512.213
1625581149.954, lauv-roald, DVL, 1512.224
1625581150.051, lauv-roald, SmartX, 1501.910
1625581150.152, lauv-roald, DVL, 1512.223
1625581150.551, lauv-roald, SmartX, 1501.920
1625581150.553, lauv-roald, DVL, 1512.228
1625581150.754, lauv-roald, DVL, 1512.215
1625581150.954, lauv-roald, DVL, 1512.224
1625581151.051, lauv-roald, SmartX, 1501.920
1625581151.355, lauv-roald, DVL, 1512.226
1625581151.551, lauv-roald, SmartX, 1501.920
1625581151.553, lauv-roald, DVL, 1512.239
1625581151.754, lauv-roald, DVL, 1512.235
1625581152.051, lauv-roald, SmartX, 1501.910
1625581152.153, lauv-roald, DVL, 1512.228
1625581152.353, lauv-roald, DVL, 1512.237
1625581152.551, lauv-roald, SmartX, 1501.910
1625581152.553, lauv-roald, DVL, 1512.231
1625581152.953, lauv-roald, DVL, 1512.236
1625581153.051, lauv-roald, SmartX, 1501.910
1625581153.153, lauv-roald, DVL, 1512.234
1625581153.353, lauv-roald, DVL, 1512.244
1625581153.551, lauv-roald, SmartX, 1501.910
1625581153.753, lauv-roald, DVL, 1512.229
1625581153.950, lauv-roald, DVL, 1512.228
1625581154.051, lauv-roald, SmartX, 1501.910
1625581154.154, lauv-roald, DVL, 1512.215
1625581154.551, lauv-roald, SmartX, 1501.920
1625581154.552, lauv-roald, DVL, 1512.210
1625581154.753, lauv-roald, DVL, 1512.237
1625581154.953, lauv-roald, DVL, 1512.215
1625581155.051, lauv-roald, SmartX, 1501.910
1625581155.351, lauv-roald, DVL, 1512.214
1625581155.551, lauv-roald, SmartX, 1501.900
1625581155.551, lauv-roald, DVL, 1512.208
1625581155.753, lauv-roald, DVL, 1512.213
1625581156.051, lauv-roald, SmartX, 1501.900
1625581156.154, lauv-roald, DVL, 1512.202
1625581156.355, lauv-roald, DVL, 1512.219
1625581156.551, lauv-roald, SmartX, 1501.910
1625581156.553, lauv-roald, DVL, 1512.226
1625581156.951, lauv-roald, DVL, 1512.196
1625581157.051, lauv-roald, SmartX, 1501.900
1625581157.151, lauv-roald, DVL, 1512.191
1625581157.353, lauv-roald, DVL, 1512.199
1625581157.551, lauv-roald, SmartX, 1501.880
1625581157.752, lauv-roald, DVL, 1512.194
1625581157.950, lauv-roald, DVL, 1512.189
1625581158.051, lauv-roald, SmartX, 1501.890
1625581158.154, lauv-roald, DVL, 1512.184
1625581158.551, lauv-roald, SmartX, 1501.880
1625581158.552, lauv-roald, DVL, 1512.192
1625581158.753, lauv-roald, DVL, 1512.190
1625581158.951, lauv-roald, DVL, 1512.184
1625581159.051, lauv-roald, SmartX, 1501.890
1625581159.351, lauv-roald, DVL, 1512.168
1625581159.551, lauv-roald, SmartX, 1501.890
1625581159.555, lauv-roald, DVL, 1512.171
1625581159.754, lauv-roald, DVL, 1512.168
1625581160.051, lauv-roald, SmartX, 1501.850
1625581160.151, lauv-roald, DVL, 1512.156
1625581160.350, lauv-roald, DVL, 1512.153
1625581160.550, lauv-roald, SmartX, 1501.860
1625581160.553, lauv-roald, DVL, 1512.162
1625581160.951, lauv-roald, DVL, 1512.152
1625581161.050, lauv-roald, SmartX, 1501.880
1625581161.152, lauv-roald, DVL, 1512.146
1625581161.354, lauv-roald, DVL, 1512.157
1625581161.550, lauv-roald, SmartX, 1501.870
1625581161.754, lauv-roald, DVL, 1512.152
1625581161.951, lauv-roald, DVL, 1512.151
1625581162.050, lauv-roald, SmartX, 1501.890
1625581162.154, lauv-roald, DVL, 1512.142
1625581162.550, lauv-roald, SmartX, 1501.880
1625581162.553, lauv-roald, DVL, 1512.147
1625581162.751, lauv-roald, DVL, 1512.156
1625581162.951, lauv-roald, DVL, 1512.169
1625581163.050, lauv-roald, SmartX, 1501.840
1625581163.354, lauv-roald, DVL, 1512.155
1625581163.550, lauv-roald, SmartX, 1501.850
1625581163.552, lauv-roald, DVL, 1512.159
1625581163.755, lauv-roald, DVL, 1512.158
1625581164.050, lauv-roald, SmartX, 1501.840
1625581164.151, lauv-roald, DVL, 1512.132
1625581164.352, lauv-roald, DVL, 1512.161
1625581164.550, lauv-roald, SmartX, 1501.840
1625581164.553, lauv-roald, DVL, 1512.167
1625581164.953, lauv-roald, DVL, 1512.154
1625581165.050, lauv-roald, SmartX, 1501.850
1625581165.152, lauv-roald, DVL, 1512.149
1625581165.353, lauv-roald, DVL, 1512.164
1625581165.550, lauv-roald, SmartX, 1501.840
1625581165.753, lauv-roald, DVL, 1512.149
1625581165.950, lauv-roald, DVL, 1512.153
1625581166.050, lauv-roald, SmartX, 1501.850
1625581166.153, lauv-roald, DVL, 1512.144
1625581166.550, lauv-roald, SmartX, 1501.850
1625581166.552, lauv-roald, DVL, 1512.170
1625581166.751, lauv-roald, DVL, 1512.155
1625581166.953, lauv-roald, DVL, 1512.161
1625581167.050, lauv-roald, SmartX, 1501.840
1625581167.352, lauv-roald, DVL, 1512.164
1625581167.550, lauv-roald, SmartX, 1501.830
1625581167.554, lauv-roald, DVL, 1512.173
1625581167.752, lauv-roald, DVL, 1512.153
1625581168.050, lauv-roald, SmartX, 1501.840
1625581168.153, lauv-roald, DVL, 1512.146
1625581168.353, lauv-roald, DVL, 1512.173
1625581168.550, lauv-roald, SmartX, 1501.840
1625581168.553, lauv-roald, DVL, 1512.170
1625581168.958, lauv-roald, DVL, 1512.162
1625581169.050, lauv-roald, SmartX, 1501.840
1625581169.153, lauv-roald, DVL, 1512.172
1625581169.353, lauv-roald, DVL, 1512.170
1625581169.550, lauv-roald, SmartX, 1501.840
1625581169.752, lauv-roald, DVL, 1512.163
1625581169.953, lauv-roald, DVL, 1512.168
1625581170.050, lauv-roald, SmartX, 1501.840
1625581170.155, lauv-roald, DVL, 1512.169
1625581170.550, lauv-roald, SmartX, 1501.840
1625581170.554, lauv-roald, DVL, 1512.176
1625581170.755, lauv-roald, DVL, 1512.191
1625581170.951, lauv-roald, DVL, 1512.192
1625581171.050, lauv-roald, SmartX, 1501.840
1625581171.355, lauv-roald, DVL, 1512.188
1625581171.550, lauv-roald, SmartX, 1501.850
1625581171.552, lauv-roald, DVL, 1512.195
1625581171.751, lauv-roald, DVL, 1512.191
1625581172.050, lauv-roald, SmartX, 1501.840
1625581172.154, lauv-roald, DVL, 1512.187
1625581172.355, lauv-roald, DVL, 1512.186
1625581172.550, lauv-roald, SmartX, 1501.840
1625581172.552, lauv-roald, DVL, 1512.193
1625581172.954, lauv-roald, DVL, 1512.182
1625581173.050, lauv-roald, SmartX, 1501.850
1625581173.152, lauv-roald, DVL, 1512.191
1625581173.353, lauv-roald, DVL, 1512.189
1625581173.550, lauv-roald, SmartX, 1501.850
1625581173.754, lauv-roald, DVL, 1512.182
1625581173.953, lauv-roald, DVL, 1512.198
1625581174.049, lauv-roald, SmartX, 1501.850
1625581174.151, lauv-roald, DVL, 1512.202
1625581174.550, lauv-roald, SmartX, 1501.850
1625581174.554, lauv-roald, DVL, 1512.188
1625581174.750, lauv-roald, DVL, 1512.193
1625581174.949, lauv-roald, DVL, 1512.206
1625581175.049, lauv-roald, SmartX, 1501.850
1625581175.354, lauv-roald, DVL, 1512.203
1625581175.549, lauv-roald, SmartX, 1501.860
1625581175.552, lauv-roald, DVL, 1512.210
1625581175.751, lauv-roald, DVL, 1512.199
1625581176.049, lauv-roald, SmartX, 1501.860
1625581176.151, lauv-roald, DVL, 1512.192
1625581176.352, lauv-roald, DVL, 1512.212
1625581176.549, lauv-roald, SmartX, 1501.840
1625581176.552, lauv-roald, DVL, 1512.202
1625581176.953, lauv-roald, DVL, 1512.202
1625581177.049, lauv-roald, SmartX, 1501.840
1625581177.154, lauv-roald, DVL, 1512.202
1625581177.352, lauv-roald, DVL, 1512.199
1625581177.549, lauv-roald, SmartX, 1501.850
1625581177.751, lauv-roald, DVL, 1512.203
1625581177.954, lauv-roald, DVL, 1512.199
1625581178.049, lauv-roald, SmartX, 1501.850
1625581178.152, lauv-roald, DVL, 1512.193
1625581178.549, lauv-roald, SmartX, 1501.860
1625581178.553, lauv-roald, DVL, 1512.202
1625581178.754, lauv-roald, DVL, 1512.204
1625581178.949, lauv-roald, DVL, 1512.201
1625581179.049, lauv-roald, SmartX, 1501.840
1625581179.353, lauv-roald, DVL, 1512.196
1625581179.549, lauv-roald, SmartX, 1501.860
1625581179.553, lauv-roald, DVL, 1512.199
1625581179.751, lauv-roald, DVL, 1512.201
1625581180.049, lauv-roald, SmartX, 1501.850
1625581180.155, lauv-roald, DVL, 1512.191
1625581180.346, lauv-roald, DVL, 1512.205
1625581180.536, lauv-roald, DVL, 1512.214
1625581180.549, lauv-roald, SmartX, 1501.850
1625581180.935, lauv-roald, DVL, 1512.180
1625581181.049, lauv-roald, SmartX, 1501.860
1625581181.134, lauv-roald, DVL, 1512.171
1625581181.336, lauv-roald, DVL, 1512.176
1625581181.549, lauv-roald, SmartX, 1501.860
1625581181.753, lauv-roald, DVL, 1512.131
1625581181.954, lauv-roald, DVL, 1512.132
1625581182.049, lauv-roald, SmartX, 1501.860
1625581182.155, lauv-roald, DVL, 1512.115
1625581182.549, lauv-roald, SmartX, 1501.880
1625581182.549, lauv-roald, DVL, 1512.105
1625581182.756, lauv-roald, DVL, 1512.104
1625581182.952, lauv-roald, DVL, 1512.098
1625581183.049, lauv-roald, SmartX, 1501.900
1625581183.353, lauv-roald, DVL, 1512.071
1625581183.549, lauv-roald, SmartX, 1501.890
1625581183.553, lauv-roald, DVL, 1512.071
1625581183.753, lauv-roald, DVL, 1512.075
1625581184.049, lauv-roald, SmartX, 1501.920
1625581184.144, lauv-roald, DVL, 1512.048
1625581184.335, lauv-roald, DVL, 1512.069
1625581184.536, lauv-roald, DVL, 1512.068
1625581184.549, lauv-roald, SmartX, 1501.900
1625581184.951, lauv-roald, DVL, 1512.066
1625581185.049, lauv-roald, SmartX, 1501.910
1625581185.153, lauv-roald, DVL, 1512.064
1625581185.351, lauv-roald, DVL, 1512.056
1625581185.549, lauv-roald, SmartX, 1501.890
1625581185.747, lauv-roald, DVL, 1512.057
1625581185.954, lauv-roald, DVL, 1512.066
1625581186.049, lauv-roald, SmartX, 1501.910
1625581186.152, lauv-roald, DVL, 1512.056
1625581186.538, lauv-roald, DVL, 1512.062
1625581186.549, lauv-roald, SmartX, 1501.970
1625581186.737, lauv-roald, DVL, 1512.061
1625581186.937, lauv-roald, DVL, 1512.062
1625581187.049, lauv-roald, SmartX, 1501.970
1625581187.336, lauv-roald, DVL, 1512.061
1625581187.536, lauv-roald, DVL, 1512.064
1625581187.549, lauv-roald, SmartX, 1501.990
1625581187.744, lauv-roald, DVL, 1512.061
1625581188.049, lauv-roald, SmartX, 1502.000
1625581188.145, lauv-roald, DVL, 1512.073
1625581188.341, lauv-roald, DVL, 1512.087
1625581188.537, lauv-roald, DVL, 1512.069
1625581188.549, lauv-roald, SmartX, 1502.030
1625581188.943, lauv-roald, DVL, 1512.091
1625581189.049, lauv-roald, SmartX, 1501.960
1625581189.146, lauv-roald, DVL, 1512.081
1625581189.349, lauv-roald, DVL, 1512.099
1625581189.548, lauv-roald, SmartX, 1501.930
1625581189.752, lauv-roald, DVL, 1512.115
1625581189.951, lauv-roald, DVL, 1512.111
1625581190.049, lauv-roald, SmartX, 1501.940
1625581190.140, lauv-roald, DVL, 1512.099
1625581190.533, lauv-roald, DVL, 1512.118
1625581190.548, lauv-roald, SmartX, 1502.070
1625581190.733, lauv-roald, DVL, 1512.118
1625581190.934, lauv-roald, DVL, 1512.101
1625581191.048, lauv-roald, SmartX, 1502.030
1625581191.332, lauv-roald, DVL, 1512.103
1625581191.534, lauv-roald, DVL, 1512.109
1625581191.548, lauv-roald, SmartX, 1502.030
1625581191.741, lauv-roald, DVL, 1512.114
1625581192.048, lauv-roald, SmartX, 1502.020
1625581192.152, lauv-roald, DVL, 1512.108
1625581192.353, lauv-roald, DVL, 1512.129
1625581192.548, lauv-roald, SmartX, 1501.910
1625581192.555, lauv-roald, DVL, 1512.133
1625581192.954, lauv-roald, DVL, 1512.143
1625581193.048, lauv-roald, SmartX, 1502.000
1625581193.154, lauv-roald, DVL, 1512.129
1625581193.352, lauv-roald, DVL, 1512.138
1625581193.548, lauv-roald, SmartX, 1501.960
1625581193.752, lauv-roald, DVL, 1512.120
1625581193.951, lauv-roald, DVL, 1512.112
1625581194.048, lauv-roald, SmartX, 1501.920
1625581194.150, lauv-roald, DVL, 1512.110
1625581194.548, lauv-roald, SmartX, 1502.050
1625581194.555, lauv-roald, DVL, 1512.093
1625581194.753, lauv-roald, DVL, 1512.117
1625581194.954, lauv-roald, DVL, 1512.108
1625581195.048, lauv-roald, SmartX, 1501.910
1625581195.355, lauv-roald, DVL, 1512.104
